case_id,用例类型,场景标签,原始地址,省,市,区县,街道,门牌号,小区,楼栋,单元,室号,邮编,经纬度,预期标准化地址,预期判定,是否需人工复核,备注
CNADDR-0089,integration,疑似不存在,湖北省武汉市武昌区不存在路624号龙湖天街,湖北省,武汉市,武昌区,建设路,624号,龙湖天街,8栋,6单元,1079室,430089,114.318000|30.608000,湖北省武汉市武昌区不存在路624号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0090,integration,标准地址,湖北省随州市广水市解放大道631号翡翠城11栋3单元1090室,湖北省,随州市,广水市,解放大道,631号,翡翠城,11栋,3单元,1090室,441390,113.400000|31.710000,湖北省随州市广水市解放大道631号 翡翠城11栋3单元1090室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0091,integration,标准地址,上海市上海市浦东新区创新大道638号东方明珠花园14栋8单元1101室,上海市,上海市,浦东新区,创新大道,638号,东方明珠花园,14栋,8单元,1101室,200091,121.492000|31.252000,上海市上海市浦东新区创新大道638号 东方明珠花园14栋8单元1101室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0092,integration,标准地址,北京市北京市朝阳区科创路645号海纳公馆17栋5单元1112室,北京市,北京市,朝阳区,科创路,645号,海纳公馆,17栋,5单元,1112室,100092,116.424000|39.924000,北京市北京市朝阳区科创路645号 海纳公馆17栋5单元1112室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0093,integration,标准地址,广东省深圳市罗湖区友谊路652号锦绣家园20栋2单元1123室,广东省,深圳市,罗湖区,友谊路,652号,锦绣家园,20栋,2单元,1123室,518093,114.086000|22.576000,广东省深圳市罗湖区友谊路652号 锦绣家园20栋2单元1123室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0094,integration,标准地址,江苏省苏州市虎丘区沿江大道659号金色华庭3栋7单元1134室,江苏省,苏州市,虎丘区,沿江大道,659号,金色华庭,3栋,7单元,1134室,215094,120.648000|31.328000,江苏省苏州市虎丘区沿江大道659号 金色华庭3栋7单元1134室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0095,integration,标准地址,湖北省武汉市武昌区文化路666号书香门第6栋4单元1145室,湖北省,武汉市,武昌区,文化路,666号,书香门第,6栋,4单元,1145室,430095,114.330000|30.620000,湖北省武汉市武昌区文化路666号 书香门第6栋4单元1145室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0096,integration,简称/别名,随州市广水市幸福路673号未来城9幢1156室,湖北省,随州市,广水市,幸福路,673号,未来城,9栋,1单元,1156室,441396,113.412000|31.722000,湖北省随州市广水市幸福路673号 未来城9栋1单元1156室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0097,integration,简称/别名,上海市浦东新区世纪大道680号星河湾12幢1167室,上海市,上海市,浦东新区,世纪大道,680号,星河湾,12栋,6单元,1167室,200097,121.504000|31.264000,上海市上海市浦东新区世纪大道680号 星河湾12栋6单元1167室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0098,integration,缺失门牌,北京市北京市朝阳区中山东一路万和府15栋3单元1178室,北京市,北京市,朝阳区,中山东一路,687号,万和府,15栋,3单元,1178室,100098,116.436000|39.936000,北京市北京市朝阳区中山东一路687号 万和府15栋3单元1178室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0099,integration,疑似不存在,广东省深圳市罗湖区不存在路694号龙湖天街,广东省,深圳市,罗湖区,南京西路,694号,龙湖天街,18栋,8单元,1189室,518099,114.098000|22.588000,广东省深圳市罗湖区不存在路694号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0100,integration,标准地址,江苏省苏州市虎丘区人民路701号翡翠城1栋5单元1200室,江苏省,苏州市,虎丘区,人民路,701号,翡翠城,1栋,5单元,1200室,215100,120.620000|31.300000,江苏省苏州市虎丘区人民路701号 翡翠城1栋5单元1200室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0101,integration,标准地址,湖北省武汉市武昌区建设路708号东方明珠花园4栋2单元1211室,湖北省,武汉市,武昌区,建设路,708号,东方明珠花园,4栋,2单元,1211室,430101,114.302000|30.592000,湖北省武汉市武昌区建设路708号 东方明珠花园4栋2单元1211室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0102,integration,标准地址,湖北省随州市广水市解放大道715号海纳公馆7栋7单元1222室,湖北省,随州市,广水市,解放大道,715号,海纳公馆,7栋,7单元,1222室,441402,113.384000|31.694000,湖北省随州市广水市解放大道715号 海纳公馆7栋7单元1222室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0103,integration,标准地址,上海市上海市浦东新区创新大道722号锦绣家园10栋4单元1233室,上海市,上海市,浦东新区,创新大道,722号,锦绣家园,10栋,4单元,1233室,200103,121.476000|31.236000,上海市上海市浦东新区创新大道722号 锦绣家园10栋4单元1233室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0104,integration,标准地址,北京市北京市朝阳区科创路729号金色华庭13栋1单元1244室,北京市,北京市,朝阳区,科创路,729号,金色华庭,13栋,1单元,1244室,100104,116.408000|39.908000,北京市北京市朝阳区科创路729号 金色华庭13栋1单元1244室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0105,integration,标准地址,广东省深圳市罗湖区友谊路736号书香门第16栋6单元1255室,广东省,深圳市,罗湖区,友谊路,736号,书香门第,16栋,6单元,1255室,518105,114.070000|22.560000,广东省深圳市罗湖区友谊路736号 书香门第16栋6单元1255室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0106,integration,简称/别名,苏州市虎丘区沿江大道743号未来城19幢1266室,江苏省,苏州市,虎丘区,沿江大道,743号,未来城,19栋,3单元,1266室,215106,120.632000|31.312000,江苏省苏州市虎丘区沿江大道743号 未来城19栋3单元1266室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0107,integration,简称/别名,武汉市武昌区文化路750号星河湾2幢1277室,湖北省,武汉市,武昌区,文化路,750号,星河湾,2栋,8单元,1277室,430107,114.314000|30.604000,湖北省武汉市武昌区文化路750号 星河湾2栋8单元1277室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0108,integration,缺失门牌,湖北省随州市广水市幸福路万和府5栋5单元1288室,湖北省,随州市,广水市,幸福路,757号,万和府,5栋,5单元,1288室,441408,113.396000|31.706000,湖北省随州市广水市幸福路757号 万和府5栋5单元1288室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0109,integration,疑似不存在,上海市上海市浦东新区不存在路764号龙湖天街,上海市,上海市,浦东新区,世纪大道,764号,龙湖天街,8栋,2单元,1299室,200109,121.488000|31.248000,上海市上海市浦东新区不存在路764号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0110,integration,标准地址,北京市北京市朝阳区中山东一路771号翡翠城11栋7单元1310室,北京市,北京市,朝阳区,中山东一路,771号,翡翠城,11栋,7单元,1310室,100110,116.420000|39.920000,北京市北京市朝阳区中山东一路771号 翡翠城11栋7单元1310室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0111,integration,标准地址,广东省深圳市罗湖区南京西路778号东方明珠花园14栋4单元1321室,广东省,深圳市,罗湖区,南京西路,778号,东方明珠花园,14栋,4单元,1321室,518111,114.082000|22.572000,广东省深圳市罗湖区南京西路778号 东方明珠花园14栋4单元1321室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0112,integration,标准地址,江苏省苏州市虎丘区人民路785号海纳公馆17栋1单元1332室,江苏省,苏州市,虎丘区,人民路,785号,海纳公馆,17栋,1单元,1332室,215112,120.644000|31.324000,江苏省苏州市虎丘区人民路785号 海纳公馆17栋1单元1332室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0113,integration,标准地址,湖北省武汉市武昌区建设路792号锦绣家园20栋6单元1343室,湖北省,武汉市,武昌区,建设路,792号,锦绣家园,20栋,6单元,1343室,430113,114.326000|30.616000,湖北省武汉市武昌区建设路792号 锦绣家园20栋6单元1343室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0114,integration,标准地址,湖北省随州市广水市解放大道799号金色华庭3栋3单元1354室,湖北省,随州市,广水市,解放大道,799号,金色华庭,3栋,3单元,1354室,441414,113.408000|31.718000,湖北省随州市广水市解放大道799号 金色华庭3栋3单元1354室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0115,integration,标准地址,上海市上海市浦东新区创新大道806号书香门第6栋8单元1365室,上海市,上海市,浦东新区,创新大道,806号,书香门第,6栋,8单元,1365室,200115,121.500000|31.260000,上海市上海市浦东新区创新大道806号 书香门第6栋8单元1365室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0116,integration,简称/别名,北京市朝阳区科创路813号未来城9幢1376室,北京市,北京市,朝阳区,科创路,813号,未来城,9栋,5单元,1376室,100116,116.432000|39.932000,北京市北京市朝阳区科创路813号 未来城9栋5单元1376室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0117,integration,简称/别名,深圳市罗湖区友谊路820号星河湾12幢1387室,广东省,深圳市,罗湖区,友谊路,820号,星河湾,12栋,2单元,1387室,518117,114.094000|22.584000,广东省深圳市罗湖区友谊路820号 星河湾12栋2单元1387室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0118,integration,缺失门牌,江苏省苏州市虎丘区沿江大道万和府15栋7单元1398室,江苏省,苏州市,虎丘区,沿江大道,827号,万和府,15栋,7单元,1398室,215118,120.656000|31.336000,江苏省苏州市虎丘区沿江大道827号 万和府15栋7单元1398室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0119,integration,疑似不存在,湖北省武汉市武昌区不存在路834号龙湖天街,湖北省,武汉市,武昌区,文化路,834号,龙湖天街,18栋,4单元,1409室,430119,114.338000|30.628000,湖北省武汉市武昌区不存在路834号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0120,integration,标准地址,湖北省随州市广水市幸福路841号翡翠城1栋1单元1420室,湖北省,随州市,广水市,幸福路,841号,翡翠城,1栋,1单元,1420室,441420,113.380000|31.690000,湖北省随州市广水市幸福路841号 翡翠城1栋1单元1420室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0121,integration,标准地址,上海市上海市浦东新区世纪大道848号东方明珠花园4栋6单元1431室,上海市,上海市,浦东新区,世纪大道,848号,东方明珠花园,4栋,6单元,1431室,200121,121.472000|31.232000,上海市上海市浦东新区世纪大道848号 东方明珠花园4栋6单元1431室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0122,integration,标准地址,北京市北京市朝阳区中山东一路855号海纳公馆7栋3单元1442室,北京市,北京市,朝阳区,中山东一路,855号,海纳公馆,7栋,3单元,1442室,100122,116.404000|39.904000,北京市北京市朝阳区中山东一路855号 海纳公馆7栋3单元1442室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0123,integration,标准地址,广东省深圳市罗湖区南京西路862号锦绣家园10栋8单元1453室,广东省,深圳市,罗湖区,南京西路,862号,锦绣家园,10栋,8单元,1453室,518123,114.066000|22.556000,广东省深圳市罗湖区南京西路862号 锦绣家园10栋8单元1453室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0124,integration,标准地址,江苏省苏州市虎丘区人民路869号金色华庭13栋5单元1464室,江苏省,苏州市,虎丘区,人民路,869号,金色华庭,13栋,5单元,1464室,215124,120.628000|31.308000,江苏省苏州市虎丘区人民路869号 金色华庭13栋5单元1464室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0125,integration,标准地址,湖北省武汉市武昌区建设路876号书香门第16栋2单元1475室,湖北省,武汉市,武昌区,建设路,876号,书香门第,16栋,2单元,1475室,430125,114.310000|30.600000,湖北省武汉市武昌区建设路876号 书香门第16栋2单元1475室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0126,integration,简称/别名,随州市广水市解放大道883号未来城19幢1486室,湖北省,随州市,广水市,解放大道,883号,未来城,19栋,7单元,1486室,441426,113.392000|31.702000,湖北省随州市广水市解放大道883号 未来城19栋7单元1486室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0127,integration,简称/别名,上海市浦东新区创新大道890号星河湾2幢1497室,上海市,上海市,浦东新区,创新大道,890号,星河湾,2栋,4单元,1497室,200127,121.484000|31.244000,上海市上海市浦东新区创新大道890号 星河湾2栋4单元1497室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0128,integration,缺失门牌,北京市北京市朝阳区科创路万和府5栋1单元1508室,北京市,北京市,朝阳区,科创路,897号,万和府,5栋,1单元,1508室,100128,116.416000|39.916000,北京市北京市朝阳区科创路897号 万和府5栋1单元1508室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0129,integration,疑似不存在,广东省深圳市罗湖区不存在路904号龙湖天街,广东省,深圳市,罗湖区,友谊路,904号,龙湖天街,8栋,6单元,1519室,518129,114.078000|22.568000,广东省深圳市罗湖区不存在路904号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0130,integration,标准地址,江苏省苏州市虎丘区沿江大道911号翡翠城11栋3单元1530室,江苏省,苏州市,虎丘区,沿江大道,911号,翡翠城,11栋,3单元,1530室,215130,120.640000|31.320000,江苏省苏州市虎丘区沿江大道911号 翡翠城11栋3单元1530室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0131,integration,标准地址,湖北省武汉市武昌区文化路918号东方明珠花园14栋8单元1541室,湖北省,武汉市,武昌区,文化路,918号,东方明珠花园,14栋,8单元,1541室,430131,114.322000|30.612000,湖北省武汉市武昌区文化路918号 东方明珠花园14栋8单元1541室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0132,integration,标准地址,湖北省随州市广水市幸福路925号海纳公馆17栋5单元1552室,湖北省,随州市,广水市,幸福路,925号,海纳公馆,17栋,5单元,1552室,441432,113.404000|31.714000,湖北省随州市广水市幸福路925号 海纳公馆17栋5单元1552室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0133,integration,标准地址,上海市上海市浦东新区世纪大道932号锦绣家园20栋2单元1563室,上海市,上海市,浦东新区,世纪大道,932号,锦绣家园,20栋,2单元,1563室,200133,121.496000|31.256000,上海市上海市浦东新区世纪大道932号 锦绣家园20栋2单元1563室,accept,否,Phase1.5-Lab-中文地址样本-六城
