case_id,type,shard,phase_focus,batch_id,sample_spec_id,sample_mode,candidate_count,approval_status,caller_role,fault_mode,baseline_auto_pass_rate,baseline_review_rate,baseline_human_required_rate,baseline_consistency_score,baseline_quality_gate_pass_rate,baseline_review_accept_rate,candidate_auto_pass_rate,candidate_review_rate,candidate_human_required_rate,candidate_consistency_score,candidate_quality_gate_pass_rate,candidate_review_accept_rate,expected_recommendation,expected_http,expected_activation_allowed,expected_replay_available,expected_audit_events,time_budget_seconds
INT-0091,integration,01,A1_baseline,batch-0091,ss-20,sample_spec,3,rejected,reviewer,none,0.580,0.420,0.156,0.845,0.888,0.803,0.570,0.430,0.186,0.805,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0092,integration,01,A1_baseline,batch-0092,ss-21,sample_spec,3,approved,operator,none,0.590,0.410,0.164,0.850,0.894,0.810,0.610,0.390,0.174,0.855,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0093,integration,01,A1_baseline,batch-0093,ss-22,sample_spec,3,pending,operator,none,0.600,0.400,0.172,0.855,0.900,0.817,0.630,0.370,0.152,0.865,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0094,integration,01,A1_baseline,batch-0094,ss-23,sample_spec,3,pending,operator,none,0.610,0.390,0.180,0.860,0.906,0.824,0.600,0.400,0.210,0.820,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0095,integration,01,A1_baseline,batch-0095,ss-24,sample_spec,3,pending,admin,event_drop,0.620,0.380,0.188,0.865,0.912,0.831,0.640,0.360,0.198,0.870,0.912,0.841,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0096,integration,01,A1_baseline,batch-0096,ss-01,sample_spec,3,approved,operator,timeout,0.630,0.370,0.196,0.870,0.882,0.782,0.660,0.340,0.176,0.880,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0097,integration,01,A1_baseline,batch-0097,ss-02,sample_spec,3,pending,operator,none,0.640,0.360,0.204,0.875,0.888,0.789,0.630,0.370,0.234,0.835,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0098,integration,01,A1_baseline,batch-0098,ss-03,sample_spec,3,pending,reviewer,none,0.650,0.350,0.156,0.880,0.894,0.796,0.670,0.330,0.166,0.885,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0099,integration,01,A1_baseline,batch-0099,ss-04,sample_spec,3,pending,operator,schema_mismatch,0.660,0.340,0.164,0.840,0.900,0.803,0.690,0.310,0.144,0.850,0.910,0.823,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0100,integration,01,A1_baseline,batch-0100,ss-05,sample_spec,3,approved,admin,none,0.570,0.430,0.172,0.845,0.906,0.810,0.560,0.440,0.202,0.805,0.876,0.790,reject,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,180
INT-0101,integration,02,A2_candidates,batch-0101,ss-06,sample_spec,3,pending,operator,none,0.580,0.420,0.180,0.850,0.912,0.817,0.600,0.400,0.190,0.855,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0102,integration,02,A2_candidates,batch-0102,ss-07,sample_spec,3,pending,anonymous,none,0.590,0.410,0.188,0.855,0.882,0.824,0.620,0.380,0.168,0.865,0.892,0.844,accept,401,false,false,agent_run_start|tool_call|error_response,180
INT-0103,integration,02,A2_candidates,batch-0103,ss-08,sample_spec,3,pending,operator,none,0.600,0.400,0.196,0.860,0.888,0.831,0.590,0.410,0.226,0.820,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0104,integration,02,A2_candidates,batch-0104,ss-09,sample_spec,3,rejected,operator,timeout,0.610,0.390,0.204,0.865,0.894,0.782,0.630,0.370,0.214,0.870,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0105,integration,02,A2_candidates,batch-0105,ss-10,sample_spec,3,pending,reviewer,none,0.620,0.380,0.156,0.870,0.900,0.789,0.650,0.350,0.136,0.880,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0106,integration,02,A2_candidates,batch-0106,ss-11,sample_spec,0,pending,operator,none,0.630,0.370,0.164,0.875,0.906,0.796,0.620,0.380,0.194,0.835,0.876,0.776,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0107,integration,02,A2_candidates,batch-0107,ss-12,sample_spec,3,pending,operator,none,0.640,0.360,0.172,0.880,0.912,0.803,0.660,0.340,0.182,0.885,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0108,integration,02,A2_candidates,batch-0108,ss-13,sample_spec,3,approved,operator,tool_5xx,0.650,0.350,0.180,0.840,0.882,0.810,0.680,0.320,0.160,0.850,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0109,integration,02,A2_candidates,batch-0109,ss-14,sample_spec,3,pending,operator,none,0.660,0.340,0.188,0.845,0.888,0.817,0.650,0.350,0.218,0.805,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0110,integration,02,A2_candidates,batch-0110,ss-15,sample_spec,3,pending,admin,schema_mismatch,0.570,0.430,0.196,0.850,0.894,0.824,0.590,0.410,0.206,0.855,0.894,0.834,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0111,integration,02,A2_candidates,batch-0111,ss-16,sample_spec,4,pending,operator,none,0.580,0.420,0.204,0.855,0.900,0.831,0.610,0.390,0.184,0.865,0.910,0.851,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0112,integration,02,A2_candidates,batch-0112,ss-17,sample_spec,3,approved,reviewer,timeout,0.590,0.410,0.156,0.860,0.906,0.782,0.580,0.420,0.186,0.820,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0113,integration,02,A2_candidates,batch-0113,ss-18,sample_spec,3,pending,operator,none,0.600,0.400,0.164,0.865,0.912,0.789,0.620,0.380,0.174,0.870,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0114,integration,02,A2_candidates,batch-0114,ss-19,sample_spec,3,pending,operator,event_drop,0.610,0.390,0.172,0.870,0.882,0.796,0.640,0.360,0.152,0.880,0.892,0.816,accept,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0115,integration,02,A2_candidates,batch-0115,ss-20,sample_spec,3,pending,admin,none,0.620,0.380,0.180,0.875,0.888,0.803,0.610,0.390,0.210,0.835,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0116,integration,02,A2_candidates,batch-0116,ss-21,sample_spec,3,approved,operator,none,0.630,0.370,0.188,0.880,0.894,0.810,0.650,0.350,0.198,0.885,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0117,integration,02,A2_candidates,batch-0117,ss-22,sample_spec,3,rejected,operator,tool_5xx,0.640,0.360,0.196,0.840,0.900,0.817,0.670,0.330,0.176,0.850,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0118,integration,02,A2_candidates,batch-0118,ss-23,sample_spec,3,pending,operator,none,0.650,0.350,0.204,0.845,0.906,0.824,0.640,0.360,0.234,0.805,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0119,integration,02,A2_candidates,batch-0119,ss-24,sample_spec,3,pending,anonymous,none,0.660,0.340,0.156,0.850,0.912,0.831,0.680,0.320,0.166,0.855,0.912,0.841,reject,401,false,false,agent_run_start|tool_call|error_response,180
INT-0120,integration,02,A2_candidates,batch-0120,ss-01,sample_spec,3,approved,admin,timeout,0.570,0.430,0.164,0.855,0.882,0.782,0.600,0.400,0.144,0.865,0.892,0.802,accept,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,180
INT-0121,integration,02,A2_candidates,batch-0121,ss-02,sample_spec,3,pending,operator,schema_mismatch,0.580,0.420,0.172,0.860,0.888,0.789,0.570,0.430,0.202,0.820,0.858,0.769,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0122,integration,02,A2_candidates,batch-0122,ss-03,sample_spec,3,pending,operator,none,0.590,0.410,0.180,0.865,0.894,0.796,0.610,0.390,0.190,0.870,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0123,integration,02,A2_candidates,batch-0123,ss-04,full,3,pending,operator,none,0.600,0.400,0.188,0.870,0.900,0.803,0.630,0.370,0.168,0.880,0.910,0.823,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0124,integration,02,A2_candidates,batch-0124,ss-05,sample_spec,3,approved,operator,none,0.610,0.390,0.196,0.875,0.906,0.810,0.600,0.400,0.226,0.835,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0125,integration,02,A2_candidates,batch-0125,ss-06,sample_spec,3,pending,admin,none,0.620,0.380,0.204,0.880,0.912,0.817,0.640,0.360,0.214,0.885,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0126,integration,02,A2_candidates,batch-0126,ss-07,sample_spec,3,pending,reviewer,tool_5xx,0.630,0.370,0.156,0.840,0.882,0.824,0.660,0.340,0.136,0.850,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0127,integration,02,A2_candidates,batch-0127,ss-08,sample_spec,3,pending,operator,none,0.640,0.360,0.164,0.845,0.888,0.831,0.630,0.370,0.194,0.805,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0128,integration,02,A2_candidates,batch-0128,ss-09,sample_spec,3,approved,operator,timeout,0.650,0.350,0.172,0.850,0.894,0.782,0.670,0.330,0.182,0.855,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0129,integration,02,A2_candidates,batch-0129,ss-10,sample_spec,3,pending,operator,none,0.660,0.340,0.180,0.855,0.900,0.789,0.690,0.310,0.160,0.865,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0130,integration,02,A2_candidates,batch-0130,ss-11,sample_spec,3,rejected,admin,none,0.570,0.430,0.188,0.860,0.906,0.796,0.560,0.440,0.218,0.820,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0131,integration,02,A2_candidates,batch-0131,ss-12,sample_spec,3,pending,operator,none,0.580,0.420,0.196,0.865,0.912,0.803,0.600,0.400,0.206,0.870,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0132,integration,02,A2_candidates,batch-0132,ss-13,sample_spec,3,approved,operator,schema_mismatch,0.590,0.410,0.204,0.870,0.882,0.810,0.620,0.380,0.184,0.880,0.892,0.830,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0133,integration,02,A2_candidates,batch-0133,ss-14,sample_spec,3,pending,reviewer,event_drop,0.600,0.400,0.156,0.875,0.888,0.817,0.590,0.410,0.186,0.835,0.858,0.797,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0134,integration,02,A2_candidates,batch-0134,ss-15,sample_spec,3,pending,operator,none,0.610,0.390,0.164,0.880,0.894,0.824,0.630,0.370,0.174,0.885,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0135,integration,02,A2_candidates,batch-0135,ss-16,sample_spec,3,pending,admin,tool_5xx,0.620,0.380,0.172,0.840,0.900,0.831,0.650,0.350,0.152,0.850,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0136,integration,02,A2_candidates,batch-0136,ss-17,sample_spec,3,approved,anonymous,timeout,0.630,0.370,0.180,0.845,0.906,0.782,0.620,0.380,0.210,0.805,0.876,0.762,reject,401,false,false,agent_run_start|tool_call|error_response,180
INT-0137,integration,02,A2_candidates,batch-0137,ss-18,sample_spec,3,pending,operator,none,0.640,0.360,0.188,0.850,0.912,0.789,0.660,0.340,0.198,0.855,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0138,integration,02,A2_candidates,batch-0138,ss-19,sample_spec,3,pending,operator,none,0.650,0.350,0.196,0.855,0.882,0.796,0.680,0.320,0.176,0.865,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0139,integration,02,A2_candidates,batch-0139,ss-20,sample_spec,3,pending,operator,none,0.660,0.340,0.204,0.860,0.888,0.803,0.650,0.350,0.234,0.820,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0140,integration,02,A2_candidates,batch-0140,ss-21,sample_spec,3,approved,reviewer,none,0.570,0.430,0.156,0.865,0.894,0.810,0.590,0.410,0.166,0.870,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0141,integration,02,A2_candidates,batch-0141,ss-22,sample_spec,3,pending,operator,none,0.580,0.420,0.164,0.870,0.900,0.817,0.610,0.390,0.144,0.880,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0142,integration,02,A2_candidates,batch-0142,ss-23,sample_spec,3,pending,operator,none,0.590,0.410,0.172,0.875,0.906,0.824,0.580,0.420,0.202,0.835,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0143,integration,02,A2_candidates,batch-0143,ss-24,sample_spec,3,rejected,operator,schema_mismatch,0.600,0.400,0.180,0.880,0.912,0.831,0.620,0.380,0.190,0.885,0.912,0.841,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0144,integration,02,A2_candidates,batch-0144,ss-01,sample_spec,3,approved,operator,tool_5xx,0.610,0.390,0.188,0.840,0.882,0.782,0.640,0.360,0.168,0.850,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0145,integration,02,A2_candidates,batch-0145,ss-02,sample_spec,3,pending,admin,none,0.620,0.380,0.196,0.845,0.888,0.789,0.610,0.390,0.226,0.805,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0146,integration,02,A2_candidates,batch-0146,ss-03,sample_spec,3,pending,operator,none,0.630,0.370,0.204,0.850,0.894,0.796,0.650,0.350,0.214,0.855,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0147,integration,02,A2_candidates,batch-0147,ss-04,sample_spec,3,pending,reviewer,none,0.640,0.360,0.156,0.855,0.900,0.803,0.670,0.330,0.136,0.865,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0148,integration,02,A2_candidates,batch-0148,ss-05,sample_spec,4,approved,operator,none,0.650,0.350,0.164,0.860,0.906,0.810,0.640,0.360,0.194,0.820,0.876,0.790,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0149,integration,02,A2_candidates,batch-0149,ss-06,sample_spec,3,pending,operator,none,0.660,0.340,0.172,0.865,0.912,0.817,0.680,0.320,0.182,0.870,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
